83	2025-08-14-14-48-40	400	27.56	37	29.25
84	2025-08-14-14-48-41	441	21.76	78	28.11
85	2025-08-14-14-48-42	558	27.13	44	20.39
86	2025-08-14-14-48-43	550	27.78	14	29.51
87	2025-08-14-14-48-44	581	21.37	51	25.19
88	2025-08-14-14-48-45	424	21.76	58	25.66
89	2025-08-14-14-48-46	401	27.91	57	22.21
90	2025-08-14-14-48-47	555	23.45	44	27.68
91	2025-08-14-14-48-48	510	27.59	32	23.93
92	2025-08-14-14-48-49	323	24.62	8	23.62
93	2025-08-14-14-48-50	578	25.62	10	21.17
94	2025-08-14-14-48-51	502	21.69	40	27.94
95	2025-08-14-14-48-52	523	29.43	21	21.41
96	2025-08-14-14-48-53	407	21.98	89	28.67
97	2025-08-14-14-48-54	497	29.56	31	20.5
98	2025-08-14-14-48-55	645	20.27	87	23.08
99	2025-08-14-14-48-56	483	29.55	59	24.86
100	2025-08-14-14-48-57	362	21.04	32	24.22
101	2025-08-14-14-48-58	411	27.93	16	26.54
102	2025-08-14-14-48-59	385	23.17	39	24.81
103	2025-08-14-14-49-00	396	25	81	27.56
104	2025-08-14-14-49-01	350	24.99	32	27.48
105	2025-08-14-14-49-02	495	26.24	13	28.87
106	2025-08-14-14-49-03	423	25.35	4	29.66
107	2025-08-14-14-49-04	488	29	81	20.47
108	2025-08-14-14-49-05	451	26.43	9	22.11
109	2025-08-14-14-49-06	515	25.86	67	25.91
110	2025-08-14-14-49-07	539	20.25	31	24.69
111	2025-08-14-14-49-08	436	27.71	45	25
112	2025-08-14-14-49-09	505	22.08	81	28.17
113	2025-08-14-14-49-10	559	26.45	91	20.18
114	2025-08-14-14-49-11	613	21.52	15	23.58
115	2025-08-14-14-49-12	389	28.09	77	24.06
116	2025-08-14-14-49-13	480	25.39	52	27.46
117	2025-08-14-14-49-14	456	24.01	50	26.9
118	2025-08-14-14-49-15	521	28.1	85	23.24
119	2025-08-14-14-49-16	443	21.17	43	23.75
120	2025-08-14-14-49-17	493	26.91	33	23.52
121	2025-08-14-14-49-18	276	24.82	24	28.78
122	2025-08-14-14-49-19	712	29.71	13	26.19
123	2025-08-14-14-49-20	527	20.91	44	23.66
124	2025-08-14-14-49-22	600	28.27	43	20.75
125	2025-08-14-14-49-23	475	24.28	60	26.06
126	2025-08-14-14-49-24	337	25.73	72	29.56
127	2025-08-14-14-49-25	475	28.69	90	28.1
128	2025-08-14-14-49-26	529	29.16	73	22.34
129	2025-08-14-14-49-27	423	24.12	5	24.55
130	2025-08-14-14-49-28	351	23.9	84	26.89
131	2025-08-14-14-49-29	511	26.96	9	22.79
132	2025-08-14-14-49-30	306	20.92	56	28.23
133	2025-08-14-14-49-31	314	21.69	38	28.36
134	2025-08-14-14-49-32	605	24.27	29	22.75
135	2025-08-14-14-49-33	577	29.97	61	23.46
136	2025-08-14-14-49-34	590	23.89	6	23.49
